term_str,n,p,i,h,df,idf,dfidf,n_chars,ngram_length,porter_stem,max_pos,max_pos_group,n_pos,cat_pos,n_pos_group,cat_pos_group,stop,tfidf_mean,dp,di,dh,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
arouse,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,arous,NN,NOUN,1,NN,1,NOUN,0,3.79501390513481,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,0,0,1,0,0,0,1
arraignment,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,11,1,arraign,NN,NOUN,1,NN,1,NOUN,0,3.0020532752591116,0.015625,6.0,0.09375,1,0,0,1,0,1,0,1,0,0,-1
art,972,0.0002324431303489421,12.070834590638002,0.0028057825781721882,46,2.0614005446641435,94.8244250545506,3,1,art,NNP,NOUN,2,NN|NNP,1,NOUN,0,1.0341974675209071,0.23958333333333334,2.0614005446641435,0.49387721382578437,0,1,0,0,1,0,1,1,1,0,1
artillery,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,artilleri,NNP,NOUN,1,NNP,1,NOUN,0,3.7950519984471414,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,1,0,1,0,0,0,0,-1
aspiration,10,2.3913902299273877e-06,18.67371899935642,4.465614917147038e-05,9,4.415037499278844,39.7353374935096,10,1,aspir,NN,NOUN,1,NN,1,NOUN,0,2.2091491832564167,0.046875,4.415037499278844,0.2069548827786958,0,1,0,0,1,0,1,0,1,1,1
aspire,9,2.152251206934649e-06,18.82572209280147,4.0517683095648255e-05,8,4.584962500721156,36.67970000576925,6,1,aspir,NN,NOUN,2,NN|NNP,1,NOUN,0,2.2941069240856504,0.041666666666666664,4.584962500721156,0.19104010419671483,0,1,0,0,1,0,1,0,0,0,1
aspiring,9,2.152251206934649e-06,18.82572209280147,4.0517683095648255e-05,9,4.415037499278844,39.7353374935096,8,1,aspir,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,2.209193193673261,0.046875,4.415037499278844,0.2069548827786958,0,1,0,0,1,0,1,0,0,1,1
assail,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,assail,NN,NOUN,1,NN,1,NOUN,0,3.7950203730433323,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,0,1,0,-1
assassination,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,13,1,assassin,NN,NOUN,1,NN,1,NOUN,0,3.7950280063907607,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,1,0,0,-1
assault,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,7,4.777607578663552,33.44325305064487,7,1,assault,NN,NOUN,1,NN,1,NOUN,0,2.390563889069137,0.036458333333333336,4.777607578663552,0.17418360963877536,1,0,0,1,0,1,0,0,0,0,-1
assembly,12655,0.003026304335973109,8.368227207245736,0.025324802281695914,175,0.13375138888882745,23.406493055544804,8,1,assembl,NNP,NOUN,2,NNP|RB,2,ADV|NOUN,0,0.07099233047186641,0.9114583333333334,0.13375138888882745,0.12190881799762919,0,0,0,0,0,0,1,0,0,1,1
asserting,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,6,5.0,30.0,9,1,assert,VB,VERB,1,VB,1,VERB,0,2.501751325195174,0.03125,5.0,0.15625,0,0,0,0,0,0,1,0,0,1,1
assessment,79,1.8891982816426363e-05,15.69186634606668,0.00029645046936755087,36,2.415037499278844,86.94134997403839,10,1,assess,NN,NOUN,2,NN|NNP,1,NOUN,0,1.2086589304750734,0.1875,2.415037499278844,0.45281953111478324,0,0,0,0,0,0,0,0,1,1,0
assist,298,7.126342885183616e-05,13.77647857378162,0.000981759100671532,115,0.7394724497767808,85.0393317243298,6,1,assist,NN,NOUN,1,NN,1,NOUN,0,0.3705031203076359,0.5989583333333334,0.7394724497767808,0.4429131860642177,0,0,0,0,0,0,1,0,0,1,1
associate,133,3.180549005803426e-05,14.940364658742594,0.00047518561961704396,66,1.5405683813627027,101.67751316993838,9,1,associ,NN,NOUN,2,NN|NNP,1,NOUN,0,0.7714138870093324,0.34375,1.5405683813627027,0.529570381093429,0,0,0,0,0,0,1,0,0,1,1
assurance,21,5.021919482847514e-06,17.603329671465023,8.840250424011793e-05,14,3.777607578663552,52.886506101289726,9,1,assur,NN,NOUN,1,NN,1,NOUN,0,1.890220495089593,0.07291666666666667,3.777607578663552,0.275450552610884,0,0,0,0,0,0,1,0,0,1,1
assured,130,3.108807298905604e-05,14.973279281215328,0.00046549039917994267,41,2.2274104961030723,91.32383034022597,7,1,assur,VB,VERB,1,VB,1,VERB,0,1.1150721031934558,0.21354166666666666,2.2274104961030727,0.475644949688677,0,0,0,0,0,0,1,0,0,1,1
asylum,178,4.2566746092707505e-05,14.519913663277384,0.000618065478192763,83,1.2099230693742313,100.4236147580612,6,1,asylum,NN,NOUN,2,NN|NNP,1,NOUN,0,0.6059420664074998,0.4322916666666667,1.2099230693742313,0.5230396601982354,0,0,0,1,0,1,0,0,0,0,-1
atrocity,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,atroc,NN,NOUN,1,NN,1,NOUN,0,3.7950418006050337,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,1,0,0,-1
attack,54,1.2913507241607895e-05,16.240759592080313,0.00020972516660154199,32,2.584962500721156,82.718800023077,6,1,attack,NN,NOUN,1,NN,1,NOUN,0,1.293728958736254,0.16666666666666666,2.584962500721156,0.430827083453526,1,0,0,1,0,1,0,0,0,0,-1
attacking,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,9,1,attack,VB,VERB,1,VB,1,VERB,0,3.294690672912837,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,1,1,0,1,0,1,1,0,-1
attainable,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,6,5.0,30.0,10,1,attain,NN,NOUN,1,NN,1,NOUN,0,2.501720135430315,0.03125,5.0,0.15625,0,1,0,0,0,0,1,0,0,0,1
attendant,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,9,1,attend,NN,NOUN,1,NN,1,NOUN,0,2.79437388269186,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,0,0,0,0,1,0,0,1,1
attentive,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,attent,NN,NOUN,1,NN,1,NOUN,0,3.795021510409928,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,0,0,1,0,0,1,1
attest,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,6,1,attest,NNP,NOUN,2,NN|NNP,1,NOUN,0,3.0020824200037937,0.015625,6.0,0.09375,0,0,0,0,0,0,1,0,0,1,1
attorney,621,0.00014850533327849077,12.717197636023302,0.0018885716733060755,68,1.4974996594708168,101.82997684401553,8,1,attornei,NNP,NOUN,2,NN|NNP,1,NOUN,0,0.7510669125749588,0.3541666666666667,1.4974996594708165,0.5303644627292475,1,0,0,1,0,0,1,0,0,1,1
auditor,354,8.465521413942953e-05,13.528041544160786,0.0011452192538080302,48,2.0,96.0,7,1,auditor,NNP,NOUN,2,NN|NNP,1,NOUN,0,1.0023530747264469,0.25,2.0,0.5,0,0,0,1,0,0,0,0,0,1,0
auspicious,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,10,1,auspici,NN,NOUN,1,NN,1,NOUN,0,3.2947316702748863,0.010416666666666666,6.584962500721156,0.06859335938251204,0,1,0,0,1,0,1,0,0,0,1
authentic,31,7.4133097127749025e-06,17.041450783856906,0.0001263335526157419,21,3.192645077942396,67.0455466367903,9,1,authent,NN,NOUN,2,NN|NNP,1,NOUN,0,1.5976256591172195,0.109375,3.192645077942396,0.34919555539994956,0,0,0,0,1,0,1,0,0,1,1
authenticity,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,10,4.2630344058337934,42.63034405833793,12,1,authent,NN,NOUN,1,NN,1,NOUN,0,2.1330478277769007,0.052083333333333336,4.2630344058337934,0.22203304197051008,0,0,0,0,0,0,1,0,0,1,1
author,51,1.2196090172629678e-05,16.323221752272286,0.00019907948439854301,25,2.9411063109464313,73.52765777366078,6,1,author,NN,NOUN,2,NN|NNP,1,NOUN,0,1.471830156242684,0.13020833333333334,2.9411063109464313,0.3829565509044833,0,0,0,0,0,0,1,0,0,1,1
authoritative,32,7.65244873576764e-06,16.995647094243783,0.0001300583181198988,14,3.777607578663552,52.886506101289726,13,1,authorit,NN,NOUN,2,NN|NNP,1,NOUN,0,1.8904242756731513,0.07291666666666667,3.777607578663552,0.275450552610884,0,0,0,0,0,0,1,0,0,1,1
authority,6106,0.001460182874393663,9.419635220037003,0.013754390031333415,187,0.03806804083351967,7.118723635868178,9,1,author,NN,NOUN,2,NN|NNP,1,NOUN,0,0.019497516826157666,0.9739583333333334,0.038068040833519355,0.03707668560347979,0,0,0,0,0,0,1,0,0,1,1
authorization,404,9.661216528906647e-05,13.337435611491987,0.0012885585338297451,79,1.2811817525440532,101.21335845098021,13,1,author,NN,NOUN,2,NN|NNP,1,NOUN,0,0.64227178086195,0.4114583333333333,1.2811817525440532,0.5271529085988552,0,0,0,0,0,0,1,0,0,1,1
avoid,59,1.4109202356571588e-05,16.11300404488194,0.00022734163464149579,41,2.2274104961030723,91.32383034022597,5,1,avoid,NN,NOUN,1,NN,1,NOUN,0,1.1147341550106853,0.21354166666666666,2.2274104961030727,0.475644949688677,0,0,0,1,0,1,0,0,0,0,-1
avoidance,52,1.2435229195622417e-05,16.29520737610269,0.00020263463851203395,19,3.3370349872775704,63.40366475827384,9,1,avoid,NN,NOUN,2,NN|NNP,1,NOUN,0,1.6698969016518042,0.09895833333333333,3.337034987277571,0.3302274206160096,0,0,0,1,0,1,0,0,0,0,-1
award,211,5.0458333851467884e-05,14.274547905536597,0.0007202699037963373,61,1.6542251631582698,100.90773495265447,5,1,award,NN,NOUN,2,NN|NNP,1,NOUN,0,0.8283930935499045,0.3177083333333333,1.65422516315827,0.5255611195450753,0,1,0,0,1,0,1,0,1,1,1
baby,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,4,1,babi,NN,NOUN,1,NN,1,NOUN,0,3.7950271091298364,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,1,0,1,0,0,0,1
backwards,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,backward,NN,NOUN,1,NN,1,NOUN,0,3.795017810352839,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,1,0,0,1,0,0,0,0,-1
bad,19,4.543641436862037e-06,17.747719580800197,8.063927409713152e-05,14,3.777607578663552,52.886506101289726,3,1,bad,NN,NOUN,1,NN,1,NOUN,0,1.8901837150006637,0.07291666666666667,3.777607578663552,0.275450552610884,1,0,1,1,0,1,0,1,0,0,-1
ballot,742,0.0001774411550606122,12.46037171762298,0.002210982750059606,152,0.3370349872775706,51.22931806619073,6,1,ballot,NN,NOUN,2,NN|NNP,1,NOUN,0,0.16931391042936564,0.7916666666666666,0.33703498727757086,0.2668193649280769,0,1,0,0,0,0,1,0,0,1,1
banish,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,banish,NN,NOUN,1,NN,1,NOUN,0,3.795040824854116,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,1,0,0,-1
banished,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,6,5.0,30.0,8,1,banish,VB,VERB,1,VB,1,VERB,0,2.501742566354166,0.03125,5.0,0.15625,1,0,0,1,0,1,0,1,0,0,-1
banishment,10,2.3913902299273877e-06,18.67371899935642,4.465614917147038e-05,7,4.777607578663552,33.44325305064487,10,1,banish,NN,NOUN,1,NN,1,NOUN,0,2.390504899399661,0.036458333333333336,4.777607578663552,0.17418360963877536,1,0,1,0,0,1,0,1,0,0,-1
bankrupt,154,3.682740954088177e-05,14.72886055354888,0.0005424257796760832,40,2.263034405833794,90.52137623335176,8,1,bankrupt,NN,NOUN,2,NN|NNP,1,NOUN,0,1.132897535903915,0.20833333333333334,2.263034405833794,0.47146550121537373,0,0,0,1,0,1,0,1,0,0,-1
bankruptcy,28,6.6958926437966855e-06,17.188292172186177,0.00011509095911516958,20,3.263034405833794,65.26068811667588,10,1,bankruptci,NN,NOUN,2,NN|NNP,1,NOUN,0,1.6328114356669652,0.10416666666666667,3.263034405833794,0.3398994172743535,1,0,1,1,0,1,0,1,0,0,-1
baptismal,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,baptism,NN,NOUN,1,NN,1,NOUN,0,3.7950231485072803,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,1,0,1,0,0,0,1
barbaric,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,barbar,NN,NOUN,1,NN,1,NOUN,0,3.7950269986195235,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,0,0,0,-1
bargain,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,6,5.0,30.0,7,1,bargain,NN,NOUN,1,NN,1,NOUN,0,2.5018211407631923,0.03125,5.0,0.15625,0,0,0,0,0,0,1,0,0,1,1
barrier,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,barrier,NNP,NOUN,1,NNP,1,NOUN,0,3.795019025605892,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,0,0,1,0,0,0,0,-1
battle,10,2.3913902299273877e-06,18.67371899935642,4.465614917147038e-05,6,5.0,30.0,6,1,battl,NN,NOUN,2,NN|NNP,1,NOUN,0,2.5018351275014377,0.03125,5.0,0.15625,1,0,0,0,0,1,0,0,0,0,-1
battlefield,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,11,1,battlefield,NN,NOUN,1,NN,1,NOUN,0,3.2947324139471212,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,0,1,0,1,0,0,0,0,-1
beaming,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,beam,VB,VERB,1,VB,1,VERB,0,3.79505402210243,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,1,0,1,0,0,0,1
bear,229,5.476283626533718e-05,14.156443306146839,0.0007752469868740478,89,1.1092290697547584,98.7213872081735,4,1,bear,NN,NOUN,2,NN|NNP,1,NOUN,0,0.555526537503768,0.4635416666666667,1.1092290697547584,0.514173891709237,1,0,0,1,0,0,0,0,0,0,0
beating,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,7,1,beat,VB,VERB,1,VB,1,VERB,0,3.2947137606934818,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,0,1,0,1,0,1,0,0,-1
beautiful,5,1.1956951149636938e-06,19.67371899935642,2.3523769700698883e-05,4,5.584962500721156,22.339850002884624,9,1,beauti,NN,NOUN,2,NN|NNP,1,NOUN,0,2.7944533116306736,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,0,0,1,0,1,0,0,0,1
beauty,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,7,4.777607578663552,33.44325305064487,6,1,beauti,NN,NOUN,1,NN,1,NOUN,0,2.390494742791922,0.036458333333333336,4.777607578663552,0.17418360963877536,0,0,0,0,1,0,1,0,0,0,1
bedrock,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,bedrock,NN,NOUN,1,NN,1,NOUN,0,3.7950461106784896,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,0,0,1,0,0,1,1
beer,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,4,5.584962500721156,22.339850002884624,4,1,beer,NN,NOUN,2,NN|NNP,1,NOUN,0,2.79441824263674,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,0,0,1,0,1,0,0,0,1
believing,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,9,4.415037499278844,39.7353374935096,9,1,believ,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,2.2091733959073343,0.046875,4.415037499278844,0.2069548827786958,0,0,0,0,0,0,1,0,0,1,1
belt,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,4,1,belt,NN,NOUN,1,NN,1,NOUN,0,3.294690604184052,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,0,1,0,1,0,0,0,0,-1
benevolence,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,11,1,benevol,NN,NOUN,1,NN,1,NOUN,0,3.2947682916273915,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,0,0,1,0,1,0,0,1,1
bereaved,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,bereav,VB,VERB,1,VB,1,VERB,0,3.795050759723567,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,0,1,0,1,0,0,-1
betray,5,1.1956951149636938e-06,19.67371899935642,2.3523769700698883e-05,4,5.584962500721156,22.339850002884624,6,1,betrai,NN,NOUN,1,NN,1,NOUN,0,2.794432678126395,0.020833333333333332,5.584962500721156,0.11635338543169074,1,0,1,0,0,1,0,1,1,0,-1
betrayal,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,3,6.0,18.0,8,1,betray,NN,NOUN,1,NN,1,NOUN,0,3.0020624177032764,0.015625,6.0,0.09375,1,0,1,0,0,1,0,1,0,0,-1
bias,11,2.6305292529201267e-06,18.536215475606486,4.876005704701362e-05,9,4.415037499278844,39.7353374935096,4,1,bia,NN,NOUN,1,NN,1,NOUN,0,2.2090621548129326,0.046875,4.415037499278844,0.2069548827786958,1,0,0,0,0,1,0,0,0,0,-1
bier,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,4,1,bier,NNP,NOUN,1,NNP,1,NOUN,0,3.795018398102846,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,1,0,1,0,1,0,0,-1
birth,574,0.00013726579919783207,12.830740167568095,0.0017612218034009602,128,0.5849625007211562,74.87520009230799,5,1,birth,NN,NOUN,2,NN|NNP,1,NOUN,0,0.2933549521560786,0.6666666666666666,0.5849625007211562,0.3899750004807708,0,1,0,1,1,0,1,0,0,1,1
birthday,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,6,5.0,30.0,8,1,birthdai,NN,NOUN,1,NN,1,NOUN,0,2.5018734337774347,0.03125,5.0,0.15625,0,1,0,0,1,0,1,0,1,0,1
black,35,8.369865804745858e-06,16.866364077298815,0.00014116920394097727,22,3.1255308820838588,68.76167940584489,5,1,black,NN,NOUN,2,NN|NNP,1,NOUN,0,1.5642128499143542,0.11458333333333333,3.125530882083859,0.3581337469054422,0,0,0,0,0,1,0,1,0,0,-1
blame,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,5,1,blame,NN,NOUN,1,NN,1,NOUN,0,3.795043803973035,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,0,0,1,0,0,0,0,-1
blasphemous,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,blasphem,NN,NOUN,1,NN,1,NOUN,0,3.795033268176327,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,0,0,1,0,0,0,0,-1
blatant,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,7,1,blatant,NN,NOUN,1,NN,1,NOUN,0,3.294716475569313,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,1,0,0,1,0,0,0,0,-1
bless,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,2,6.584962500721156,13.169925001442312,5,1,bless,NNP,NOUN,2,NN|NNP,1,NOUN,0,3.294699586027612,0.010416666666666666,6.584962500721156,0.06859335938251204,0,1,0,0,1,0,1,0,0,1,1
blessed,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,7,1,bless,NNP,NOUN,2,NNP|VB,2,NOUN|VERB,0,3.0021238710242293,0.015625,6.0,0.09375,0,0,0,0,1,0,1,0,0,0,1
blessing,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,8,1,bless,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,2.794421520669811,0.020833333333333332,5.584962500721156,0.11635338543169074,0,1,0,0,1,0,1,0,0,1,1
blessings,14,3.3479463218983428e-06,18.188292172186177,6.089342587948313e-05,10,4.2630344058337934,42.63034405833793,9,1,bless,NN,NOUN,2,NN|NNP,1,NOUN,0,2.133139590636468,0.052083333333333336,4.2630344058337934,0.22203304197051008,0,1,0,0,1,0,1,0,1,1,1
blindness,19,4.543641436862037e-06,17.747719580800197,8.063927409713152e-05,11,4.125530882083859,45.380839702922444,9,1,blind,NN,NOUN,1,NN,1,NOUN,0,2.0642766702407713,0.057291666666666664,4.125530882083859,0.23635854011938773,0,0,0,0,0,1,0,1,0,0,-1
blockade,5,1.1956951149636938e-06,19.67371899935642,2.3523769700698883e-05,5,5.2630344058337934,26.315172029168966,8,1,blockad,NN,NOUN,1,NN,1,NOUN,0,2.633325973946023,0.026041666666666668,5.2630344058337934,0.1370581876519217,1,0,0,1,0,1,0,1,0,0,-1
bloodshed,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,bloodsh,VB,VERB,1,VB,1,VERB,0,3.7950269986195235,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,1,1,0,-1
bondage,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,7,4.777607578663552,33.44325305064487,7,1,bondag,NN,NOUN,1,NN,1,NOUN,0,2.3905138174965073,0.036458333333333336,4.777607578663552,0.17418360963877536,0,0,0,1,0,1,0,1,0,0,-1
bonus,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,8,4.584962500721156,36.67970000576925,5,1,bonu,NN,NOUN,1,NN,1,NOUN,0,2.2940796866338644,0.041666666666666664,4.584962500721156,0.19104010419671483,0,1,0,0,1,0,1,0,1,0,1
bottom,20,4.782780459854775e-06,17.67371899935642,8.452951788308599e-05,15,3.678071905112638,55.17107857668957,6,1,bottom,NN,NOUN,1,NN,1,NOUN,1,1.8404350240273122,0.078125,3.678071905112638,0.2873493675869248,0,0,0,0,0,1,0,1,0,0,-1
bounty,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,1,7.584962500721156,7.584962500721156,6,1,bounti,NN,NOUN,1,NN,1,NOUN,0,3.795084214831498,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,1,0,1,0,0,1,1
bovine,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,bovin,NN,NOUN,1,NN,1,NOUN,0,3.7950231485072803,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,1,0,0,1,0,0,0,0,-1
boy,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,3,1,boi,NN,NOUN,2,NN|NNP,1,NOUN,0,3.294728043048901,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,1,0,0,1,0,0,0,0,-1
bribery,35,8.369865804745858e-06,16.866364077298815,0.00014116920394097727,21,3.192645077942396,67.0455466367903,7,1,briberi,NN,NOUN,2,NN|NNP,1,NOUN,0,1.5977449675914717,0.109375,3.192645077942396,0.34919555539994956,0,0,1,0,0,1,0,0,0,0,-1
brigade,16,3.82622436788382e-06,17.995647094243783,6.885538342783323e-05,4,5.584962500721156,22.339850002884624,7,1,brigad,NNP,NOUN,2,NN|NNP,1,NOUN,0,2.794510783423369,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,0,1,0,1,0,0,0,0,-1
brilliant,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,9,1,brilliant,NN,NOUN,1,NN,1,NOUN,0,3.7951009123256045,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,1,0,1,0,0,1,1
broke,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,5,1,broke,NN,NOUN,1,NN,1,NOUN,0,3.7950244719486173,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,1,0,1,0,1,0,0,-1
